n,dofs,source_kind,strength,grid_size_h,grid_cell_area,heat_source_active_points,heat_source_active_area,heat_source_integral,solver,cg_iterations,elapsed_seconds,absolute_residual,relative_residual,matrix_nnz,t_min,t_max,t_mean
64,4096,square,25.0,0.015384615384615385,0.0002366863905325444,169,0.04,1.0,direct,,0.006247000070288777,1.6227803664990437e-11,4.993170358458596e-14,20224,0.0002487584329495242,0.32728809649558677,0.0742432156788625
64,4096,square,50.0,0.015384615384615385,0.0002366863905325444,169,0.04,2.0,direct,,0.0065395410638302565,3.2455607329980875e-11,4.993170358458596e-14,20224,0.0004975168658990484,0.6545761929911735,0.148486431357725
64,4096,square,75.0,0.015384615384615385,0.0002366863905325444,169,0.04,3.0000000000000004,direct,,0.006558832945302129,4.9376743325286135e-11,5.064281366696014e-14,20224,0.0007462752988485726,0.98186428948676,0.22272964703658743
64,4096,square,100.0,0.015384615384615385,0.0002366863905325444,169,0.04,4.0,direct,,0.006461124983616173,6.491121465996175e-11,4.993170358458596e-14,20224,0.0009950337317980967,1.309152385982347,0.29697286271545
64,4096,square,150.0,0.015384615384615385,0.0002366863905325444,169,0.04,6.000000000000001,direct,,0.008116291020996869,9.875348665057227e-11,5.064281366696014e-14,20224,0.0014925505976971453,1.96372857897352,0.44545929407317486
64,4096,square,200.0,0.015384615384615385,0.0002366863905325444,169,0.04,8.0,direct,,0.006740459008142352,1.298224293199235e-10,4.993170358458596e-14,20224,0.0019900674635961934,2.618304771964694,0.5939457254309
64,4096,square,300.0,0.015384615384615385,0.0002366863905325444,169,0.04,12.000000000000002,direct,,0.0067400840343907475,1.9750697330114454e-10,5.064281366696014e-14,20224,0.0029851011953942906,3.92745715794704,0.8909185881463497
64,4096,square,500.0,0.015384615384615385,0.0002366863905325444,169,0.04,20.000000000000004,direct,,0.01049070805311203,3.3558894085982107e-10,5.1629067824587855e-14,20224,0.004975168658990486,6.545761929911733,1.48486431357725
