n,dofs,source_kind,strength,mesh_size_h,source_integral,t_min,t_max,xdmf_path
65,4356,square,100.0,0.015384615384615385,4.000000000000014,0.0,1.3052150359681207,/Users/glh/Documents/新凯来/PDE求解/二位热扩散问题/results/comparisons/fenicsx_compare_n65/temperature.xdmf
