n,dofs,source_kind,strength,mesh_size_h,source_integral,t_min,t_max,xdmf_path
33,1156,square,100.0,0.030303030303030304,3.3057851239669453,0.0,1.1127917673423466,/Users/glh/Documents/新凯来/PDE求解/二位热扩散问题/results/comparisons/fenicsx_compare_n33/temperature.xdmf
