key,value
n,16
dofs,256
source_kind,square
strength,100.0
grid_size_h,0.058823529411764705
grid_cell_area,0.0034602076124567475
heat_source_active_points,16
heat_source_active_area,0.05536332179930796
heat_source_integral,5.536332179930796
solver,direct
cg_iterations,
elapsed_seconds,0.0011644589976640418
absolute_residual,1.6830431958108675e-12
relative_residual,4.207607989527169e-15
matrix_nnz,1216
t_min,0.02082541914655125
t_max,1.6559629577859412
